name,url,country,region,subregion,vertical,base_m,top_m,km,lifts,price,list
Stubai Glacier (Stubaier Gletscher),https://www.skiresort.com/en/ski-resort/stubai-glacier-stubaier-gletscher/,Austria,Tyrol (Tirol),Innsbruck / Innsbruck-Land / Stubai,1515,1695,3210,65,26,€ 72.50,slope+alt+glacier
La Norma,https://www.skiresort.com/en/ski-resort/la-norma/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Savoie / Maurienne / Haute Maurienne Vanoise,1394,1352,2746,65,13,"€ 43,-",slope+alt
Super Sauze,https://www.skiresort.com/en/ski-resort/super-sauze/,France,Provence-Alpes-Côte d’Azur,Alpes-de-Haute-Provence / Barcelonnette / Vallée de l'Ubaye,1050,1400,2450,65,19,"€ 39,-",slope+alt
Hintertux Glacier (Hintertuxer Gletscher),https://www.skiresort.com/en/ski-resort/hintertux-glacier-hintertuxer-gletscher/,Austria,Tyrol (Tirol),Tiroler Unterland / Schwaz / Zillertal / Tux-Finkenberg,1750,1500,3250,64,20,"€ 82,-",slope+alt+glacier
Arabba/Marmolada,https://www.skiresort.com/en/ski-resort/arabba-marmolada/,Italy,Venetia (Veneto),Belluno,1823,1446,3269,63,24,"€ 75,-",slope+alt+glacier
Kitzsteinhorn/Maiskogel – Kaprun,https://www.skiresort.com/en/ski-resort/kitzsteinhorn-maiskogel-kaprun/,Austria,Salzburg (Salzburger Land),Pinzgau / Zell am See-Kaprun,2261,768,3029,62.5,24,"€ 82,-",slope+alt+glacier
San Martino di Castrozza,https://www.skiresort.com/en/ski-resort/san-martino-di-castrozza/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / San Martino di Castrozza/​Passo Rolle/​Primiero/​Vanoi,953,1404,2357,60,20,"€ 70,-",slope+alt
Meiringen-Hasliberg,https://www.skiresort.com/en/ski-resort/meiringen-hasliberg/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Haslital,1368,1065,2433,60,13,"SFr. 65,- / approx. € 69,-",slope+alt
Disentis,https://www.skiresort.com/en/ski-resort/disentis/,Switzerland,Eastern Switzerland,Graubünden / Disentis Sedrun,1606,1227,2833,60,12,"SFr. 64,- / approx. € 68,-",slope+alt
Saint Luc/Chandolin (Anniviers),https://www.skiresort.com/en/ski-resort/saint-luc-chandolin-anniviers/,Switzerland,Lemanic Region,Valais (Wallis) / Val d'Anniviers,1300,1680,2980,60,15,"SFr. 66,- / approx. € 70,-",slope+alt
Leysin,https://www.skiresort.com/en/ski-resort/leysin/,Switzerland,Lemanic Region,Waadt,948,1250,2198,60,12,"SFr. 68,- / approx. € 72,-",slope+alt
Les Karellis,https://www.skiresort.com/en/ski-resort/les-karellis/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Savoie / Maurienne,932,1550,2482,60,17,"€ 35,-",slope+alt
Eggli/La Videmanette – Gstaad/Saanen/Rougemont,https://www.skiresort.com/en/ski-resort/eggli-la-videmanette-gstaad-saanen-rougemont/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Gstaad,1159,992,2151,58,9,"SFr. 89,- / approx. € 94,-",slope+alt
Anzère,https://www.skiresort.com/en/ski-resort/anzere/,Switzerland,Lemanic Region,Valais (Wallis),904,1516,2420,58,12,"SFr. 68,- / approx. € 72,-",slope+alt
Brévent/Flégère (Chamonix),https://www.skiresort.com/en/ski-resort/brevent-flegere-chamonix/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Bonneville / Pays du Mont Blanc / Chamonix-Mont-Blanc,1495,1030,2525,56,17,"€ 74,-",slope+alt
Belvedere/Col Rodella/Ciampac/Buffaure – Canazei/Campitello/Alba/Pozza di Fassa,https://www.skiresort.com/en/ski-resort/belvedere-col-rodella-ciampac-buffaure-canazei-campitello-alba-pozza-di-fassa/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Val di Fassa (Fassa Valley/​Fassatal),1165,1320,2485,55.2,35,"€ 76,-",slope+alt
Gitschberg Jochtal,https://www.skiresort.com/en/ski-resort/gitschberg-jochtal/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eisacktal / Gitschberg-Jochtal,1203,1307,2510,55,14,"€ 73,-",slope+alt
Kaunertal Glacier (Kaunertaler Gletscher),https://www.skiresort.com/en/ski-resort/kaunertal-glacier-kaunertaler-gletscher/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Landeck / Tiroler Oberland,963,2150,3113,55,9,"€ 75,-",slope+alt+glacier
Les Houches/Saint-Gervais – Prarion/Bellevue (Chamonix),https://www.skiresort.com/en/ski-resort/les-houches-saint-gervais-prarion-bellevue-chamonix/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Bonneville / Pays du Mont Blanc / Chamonix-Mont-Blanc,900,1000,1900,55,15,"€ 59,-",slope+alt
Grossglockner Heiligenblut,https://www.skiresort.com/en/ski-resort/grossglockner-heiligenblut/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Mölltal,1601,1301,2902,55,11,,slope+alt
Aussois,https://www.skiresort.com/en/ski-resort/aussois/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Savoie / Maurienne / Haute Maurienne Vanoise,1175,1530,2705,55,7,"€ 40,-",slope+alt
Alpe du Grand-Serre – La Morte,https://www.skiresort.com/en/ski-resort/alpe-du-grand-serre-la-morte/,France,Auvergne-Rhône-Alpes,Isère / Grenoble,817,1367,2184,55,14,"€ 33,-",slope+alt
Hochzeiger – Jerzens,https://www.skiresort.com/en/ski-resort/hochzeiger-jerzens/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Imst (District) / Pitztal,1038,1450,2488,54,9,"€ 69,-",slope+alt
Schilthorn – Mürren/Lauterbrunnen,https://www.skiresort.com/en/ski-resort/schilthorn-muerren-lauterbrunnen/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Jungfrau Region,2174,796,2970,54,17,"SFr. 83,- / approx. € 88,-",slope+alt
Gerlitzen,https://www.skiresort.com/en/ski-resort/gerlitzen/,Austria,Carinthia (Kärnten),Villach Region,911,1000,1911,52.9,21,€ 69.50,slope+alt
Riserva Bianca – Limone Piemonte,https://www.skiresort.com/en/ski-resort/riserva-bianca-limone-piemonte/,Italy,Piedmont (Piemonte),Cuneo,1014,1046,2060,52,16,"€ 48,-",slope+alt
Rinerhorn (Davos Klosters),https://www.skiresort.com/en/ski-resort/rinerhorn-davos-klosters/,Switzerland,Eastern Switzerland,Graubünden / Davos Klosters,1031,1459,2490,51.5,7,"SFr. 68,- / approx. € 72,-",slope+alt
Dachstein West – Gosau/Russbach/Annaberg,https://www.skiresort.com/en/ski-resort/dachstein-west-gosau-russbach-annaberg/,Austria,Salzburg (Salzburger Land),Tennengau / Europe / Austria / Upper Austria (Oberösterreich) / Salzkammergut / Dachstein-Salzkammergut,872,745,1617,51,24,"€ 73,-",slope+alt
Bormio – Cima Bianca,https://www.skiresort.com/en/ski-resort/bormio-cima-bianca/,Italy,Lombardy,Valtellina / Alta Valtellina,1817,1200,3017,50,12,"€ 60,-",slope+alt
Hoch-Ybrig – Unteriberg/Oberiberg,https://www.skiresort.com/en/ski-resort/hoch-ybrig-unteriberg-oberiberg/,Switzerland,Central Switzerland,Schwyz,791,1040,1831,50,12,"SFr. 62,- / approx. € 66,-",slope+alt
Aprica,https://www.skiresort.com/en/ski-resort/aprica/,Italy,Lombardy,Camonica Valley (Val Camonica) / Europe / Italy / Lombardy / Valtellina,1108,1162,2270,50,16,"€ 57,-",slope+alt
Grosseck/Speiereck – Mauterndorf/St. Michael,https://www.skiresort.com/en/ski-resort/grosseck-speiereck-mauterndorf-st-michael/,Austria,Salzburg (Salzburger Land),Lungau,1305,1095,2400,50,10,"€ 61,-",slope+alt
Chäserrugg – Unterwasser/Alt St. Johann (Toggenburg),https://www.skiresort.com/en/ski-resort/chaeserrugg-unterwasser-alt-st-johann-toggenburg/,Switzerland,Eastern Switzerland,St. Gallen / Toggenburg,1362,900,2262,50,12,,slope+alt
Arêches (Beaufort),https://www.skiresort.com/en/ski-resort/areches-beaufort/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Savoie / Albertville / Beaufortain,1220,1080,2300,50,14,"€ 41,-",slope+alt
St. Jean Montclar,https://www.skiresort.com/en/ski-resort/st-jean-montclar/,France,Provence-Alpes-Côte d’Azur,Alpes-de-Haute-Provence / Digne-les-Bains,1125,1325,2450,50,10,€ 33.50,slope+alt
Le Seignus,https://www.skiresort.com/en/ski-resort/le-seignus/,France,Provence-Alpes-Côte d’Azur,Alpes-de-Haute-Provence / Castellane / Val d'Allos (Haut Verdon),913,1513,2426,50,6,"€ 35,-",slope+alt
Mythenregion,https://www.skiresort.com/en/ski-resort/mythenregion/,Switzerland,Central Switzerland,Schwyz / Mythen Region,523,1070,1593,50,17,"SFr. 49,- / approx. € 52,-",slope+alt
Hirmentaz/Les Habères – Bellevaux/Habère-Poche,https://www.skiresort.com/en/ski-resort/hirmentaz-les-haberes-bellevaux-habere-poche/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Chablais,656,920,1576,50,22,"€ 35,-",slope+alt
Kühtai,https://www.skiresort.com/en/ski-resort/kuehtai/,Austria,Tyrol (Tirol),Innsbruck region / Sellraintal,582,1938,2520,49.8,12,€ 66.50,slope+alt
Latemar – Obereggen/Pampeago/Predazzo,https://www.skiresort.com/en/ski-resort/latemar-obereggen-pampeago-predazzo/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eggental Valley (Val D’ega) / Europe / Italy / Trentino-Alto Adige (Trentino-Südtirol) / Trentino / Val di Fiemme,848,1540,2388,49,18,"€ 71,-",slope+alt
First – Grindelwald,https://www.skiresort.com/en/ski-resort/first-grindelwald/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Jungfrau Region,1466,1034,2500,49,10,"SFr. 83,- / approx. € 88,-",slope+alt
Brandnertal – Brand/Bürserberg,https://www.skiresort.com/en/ski-resort/brandnertal-brand-buerserberg/,Austria,Vorarlberg,Bludenz / Alpenregion Bludenz,1096,904,2000,47.6,13,,slope+alt
Leukerbad,https://www.skiresort.com/en/ski-resort/leukerbad/,Switzerland,Lemanic Region,Valais (Wallis) / Dalatal,1199,1411,2610,47.5,13,"SFr. 65,- / approx. € 69,-",slope+alt
Almenwelt Lofer,https://www.skiresort.com/en/ski-resort/almenwelt-lofer/,Austria,Salzburg (Salzburger Land),Pinzgau / Salzburger Saalachtal,1030,640,1670,46,10,€ 64.50,slope+alt
Zauchensee/Flachauwinkl,https://www.skiresort.com/en/ski-resort/zauchensee-flachauwinkl/,Austria,Salzburg (Salzburger Land),Pongau / Salzburger Sportwelt / Altenmarkt-Zauchensee,1176,1000,2176,45,16,"€ 75,-",slope+alt
Grächen,https://www.skiresort.com/en/ski-resort/graechen/,Switzerland,Lemanic Region,Valais (Wallis) / Matter Valley (Mattertal),1245,1619,2864,44,10,,slope+alt
Pizol – Bad Ragaz/Wangs,https://www.skiresort.com/en/ski-resort/pizol-bad-ragaz-wangs/,Switzerland,Eastern Switzerland,Heidiland,1741,509,2250,43.6,12,"SFr. 69,- / approx. € 73,-",slope+alt
Tauplitz – Bad Mitterndorf,https://www.skiresort.com/en/ski-resort/tauplitz-bad-mitterndorf/,Austria,Styria (Steiermark),Salzkammergut / Ausseerland,1069,896,1965,43.5,17,"€ 62,-",slope+alt
Galtür – Silvapark,https://www.skiresort.com/en/ski-resort/galtuer-silvapark/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Landeck / Paznaun-Ischgl,700,1600,2300,43,8,"€ 63,-",slope+alt
Sainte-Foy-Tarentaise,https://www.skiresort.com/en/ski-resort/sainte-foy-tarentaise/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Savoie / Albertville / Tarentaise,1070,1550,2620,43,6,€ 40.50,slope+alt
Turracher Höhe,https://www.skiresort.com/en/ski-resort/turracher-hoehe/,Austria,Styria (Steiermark),Murau / Europe / Austria / Carinthia (Kärnten) / Upper Carinthia (Oberkärnten) / Feldkirchen / Nockberge,805,1400,2205,42.7,15,€ 68.50,slope+alt
See,https://www.skiresort.com/en/ski-resort/see/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Landeck / Paznaun-Ischgl,1530,1040,2570,42.5,10,"€ 67,-",slope+alt
Kreischberg,https://www.skiresort.com/en/ski-resort/kreischberg/,Austria,Styria (Steiermark),Murtal / Europe / Austria / Styria (Steiermark) / Murau,1250,868,2118,42.5,12,"€ 68,-",slope+alt
Plose – Brixen (Bressanone),https://www.skiresort.com/en/ski-resort/plose-brixen-bressanone/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eisacktal,1466,1039,2505,42.5,7,"€ 70,-",slope+alt
Steinplatte Winklmoosalm – Waidring/Reit im Winkl,https://www.skiresort.com/en/ski-resort/steinplatte-winklmoosalm-waidring-reit-im-winkl/,Austria,Tyrol (Tirol),Tiroler Unterland / Kitzbüheler Alpen / Pillersee Valley (Pillerseetal) / Europe / Germany / Bavaria (Bayern) / Upper Bavaria (Oberbayern) / Chiemgau,1120,740,1860,42,14,"€ 63,-",slope+alt
Val Senales Glacier (Schnalstaler Gletscher),https://www.skiresort.com/en/ski-resort/val-senales-glacier-schnalstaler-gletscher/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Merano and Environs / Val Senales (Schnalstal),1201,2011,3212,42,11,"€ 62,-",slope+alt+glacier
Betelberg – Lenk,https://www.skiresort.com/en/ski-resort/betelberg-lenk/,Switzerland,Espace Mittelland,Bern / Bernese Oberland / Lenk-Simmental,918,1083,2001,42,11,"SFr. 63,- / approx. € 67,-",slope+alt
Sörenberg – Rothorn/Dorf,https://www.skiresort.com/en/ski-resort/soerenberg-rothorn-dorf/,Switzerland,Central Switzerland,Lucerne,1188,1110,2298,42,14,"SFr. 64,- / approx. € 68,-",slope+alt
Speikboden – Skiworld Ahrntal,https://www.skiresort.com/en/ski-resort/speikboden-skiworld-ahrntal/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Tauferer Ahrntal (Valli di Tures e Aurina) / Skiworld Ahrntal,1450,950,2400,41.5,8,"€ 75,-",slope+alt
Courmayeur – Chécrouit/Val Veny,https://www.skiresort.com/en/ski-resort/courmayeur-checrouit-val-veny/,Italy,Aosta Valley (Valle d'Aosta),Mont Blanc (Monte Bianco),1550,1205,2755,41.5,18,"€ 69,-",slope+alt
Jakobshorn (Davos Klosters),https://www.skiresort.com/en/ski-resort/jakobshorn-davos-klosters/,Switzerland,Eastern Switzerland,Graubünden / Davos Klosters,1033,1535,2568,41.2,13,"SFr. 86,- / approx. € 91,-",slope+alt
Evolène,https://www.skiresort.com/en/ski-resort/evolene/,Switzerland,Lemanic Region,Valais (Wallis) / Val d’Hérens / Espace Dent-Blanche,1228,1404,2632,41.1,5,"SFr. 50,- / approx. € 53,-",slope+alt
Pitztal Glacier (Pitztaler Gletscher),https://www.skiresort.com/en/ski-resort/pitztal-glacier-pitztaler-gletscher/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Imst (District) / Pitztal,755,2685,3440,41,7,"€ 77,-",slope+alt+glacier
Balderschwang – Hochschelpen/Riedberger Horn,https://www.skiresort.com/en/ski-resort/balderschwang-hochschelpen-riedberger-horn/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu / Hörnerdörfer,500,1000,1500,41,12,"€ 45,-",slope+alt
Axamer Lizum,https://www.skiresort.com/en/ski-resort/axamer-lizum/,Austria,Tyrol (Tirol),Innsbruck region,780,1560,2340,40.7,9,"€ 63,-",slope+alt
Klausberg – Skiworld Ahrntal,https://www.skiresort.com/en/ski-resort/klausberg-skiworld-ahrntal/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Tauferer Ahrntal (Valli di Tures e Aurina) / Skiworld Ahrntal,1460,1050,2510,40.5,11,"€ 75,-",slope+alt
Sulden am Ortler (Solda all'Ortles),https://www.skiresort.com/en/ski-resort/sulden-am-ortler-solda-allortles/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Venosta Valley (Vinschgau) / Ortles Region,1350,1900,3250,40.2,11,"€ 60,-",slope+alt
Carezza,https://www.skiresort.com/en/ski-resort/carezza/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Eggental Valley (Val D’ega) / Europe / Italy / Trentino-Alto Adige (Trentino-Südtirol) / Trentino / Val di Fassa (Fassa Valley/​Fassatal),1155,1182,2337,40,13,"€ 72,-",slope+alt
Großglockner Resort Kals-Matrei,https://www.skiresort.com/en/ski-resort/grossglockner-resort-kals-matrei/,Austria,Tyrol (Tirol),Osttirol (East Tyrol),1493,933,2426,40,12,"€ 74,-",slope+alt
Elm im Sernftal,https://www.skiresort.com/en/ski-resort/elm-im-sernftal/,Switzerland,Eastern Switzerland,Glarus / Sernftal,1085,1020,2105,40,5,"SFr. 59,- / approx. € 63,-",slope+alt
St. Johann in Tirol/Oberndorf – Harschbichl,https://www.skiresort.com/en/ski-resort/st-johann-in-tirol-oberndorf-harschbichl/,Austria,Tyrol (Tirol),Tiroler Unterland / Kitzbüheler Alpen / St. Johann in Tirol,945,659,1604,40,9,"€ 65,-",slope+alt
Brigels/Waltensburg/Andiast,https://www.skiresort.com/en/ski-resort/brigels-waltensburg-andiast/,Switzerland,Eastern Switzerland,Graubünden / Surselva,1316,1102,2418,40,10,"SFr. 65,- / approx. € 69,-",slope+alt
Meran 2000,https://www.skiresort.com/en/ski-resort/meran-2000/,Italy,Trentino-Alto Adige (Trentino-Südtirol),South Tyrol (Südtirol) / Merano and Environs,741,1609,2350,40,8,"€ 61,-",slope+alt
Lauchernalp – Lötschental,https://www.skiresort.com/en/ski-resort/lauchernalp-loetschental/,Switzerland,Lemanic Region,Valais (Wallis) / Lötschental,1697,1403,3100,40,6,"SFr. 70,- / approx. € 74,-",slope+alt
Garmisch-Classic – Garmisch-Partenkirchen,https://www.skiresort.com/en/ski-resort/garmisch-classic-garmisch-partenkirchen/,Germany,Bavaria (Bayern),Upper Bavaria (Oberbayern) / Zugspitz Region / Zugspitzland,1310,740,2050,40,18,"€ 69,-",slope+alt
Diedamskopf – Schoppernau,https://www.skiresort.com/en/ski-resort/diedamskopf-schoppernau/,Austria,Vorarlberg,Bregenz / Bregenzerwald,1240,820,2060,40,9,"€ 67,-",slope+alt
Klewenalp/Stockhütte – Beckenried/Emmetten,https://www.skiresort.com/en/ski-resort/klewenalp-stockhuette-beckenried-emmetten/,Switzerland,Central Switzerland,Nidwalden,739,1199,1938,40,15,"SFr. 61,- / approx. € 65,-",slope+alt
Chabanon,https://www.skiresort.com/en/ski-resort/chabanon/,France,Provence-Alpes-Côte d’Azur,Alpes-de-Haute-Provence / Digne-les-Bains,479,1546,2025,40,12,€ 30.50,slope+alt
Les Mosses/La Lécherette,https://www.skiresort.com/en/ski-resort/les-mosses-la-lecherette/,Switzerland,Lemanic Region,Waadt,495,1379,1874,40,14,"SFr. 49,- / approx. € 52,-",slope+alt
Hinterstoder – Höss,https://www.skiresort.com/en/ski-resort/hinterstoder-hoess/,Austria,Upper Austria (Oberösterreich),Steyr-Kirchdorf / Kirchdorf an der Krems / Pyhrn-Priel / Stodertal,1400,600,2000,39.9,13,,slope+alt
San Bernardino,https://www.skiresort.com/en/ski-resort/san-bernardino/,Switzerland,Eastern Switzerland,Graubünden / San Bernardino Mesolcina Calanca / Val Mesolcina (Misox),888,1637,2525,39.8,11,"SFr. 49,- / approx. € 52,-",slope+alt
Belalp – Blatten,https://www.skiresort.com/en/ski-resort/belalp-blatten/,Switzerland,Lemanic Region,Valais (Wallis),1796,1322,3118,38.1,10,"SFr. 74,- / approx. € 78,-",slope+alt
Hochoetz – Oetz,https://www.skiresort.com/en/ski-resort/hochoetz-oetz/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Imst (District) / Ötztal,862,1410,2272,37.5,15,€ 66.50,slope+alt
Paganella – Andalo,https://www.skiresort.com/en/ski-resort/paganella-andalo/,Italy,Trentino-Alto Adige (Trentino-Südtirol),Trentino / Altopiano della Paganella/​Dolomiti di Brenta/​Lago di Molveno,1085,1040,2125,37.2,15,"€ 73,-",slope+alt
Les Brasses,https://www.skiresort.com/en/ski-resort/les-brasses/,France,Auvergne-Rhône-Alpes,Savoie Mont Blanc / Haute-Savoie / Bonneville / Faucigny,600,900,1500,37,12,€ 32.50,slope+alt
Fellhorn/Kanzelwand – Oberstdorf/Riezlern,https://www.skiresort.com/en/ski-resort/fellhorn-kanzelwand-oberstdorf-riezlern/,Germany,Bavaria (Bayern),Swabia (Schwaben) / Oberallgäu / Oberstdorf,1047,920,1967,36,13,€ 68.70,slope+alt
Kappl,https://www.skiresort.com/en/ski-resort/kappl/,Austria,Tyrol (Tirol),Tiroler Oberland (region) / Landeck / Paznaun-Ischgl,1515,1175,2690,36,10,"€ 67,-",slope+alt
Moelltal Glacier (Mölltaler Gletscher),https://www.skiresort.com/en/ski-resort/moelltal-glacier-moelltaler-gletscher/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau / Mölltal,1014,2108,3122,36,8,"€ 69,-",slope+alt+glacier
Valchiavenna – Madesimo/Campodolcino,https://www.skiresort.com/en/ski-resort/valchiavenna-madesimo-campodolcino/,Italy,Lombardy,Valtellina / Valchiavenna,1398,1550,2948,36,10,"€ 57,-",slope+alt
Melchsee-Frutt (Kerns),https://www.skiresort.com/en/ski-resort/melchsee-frutt-kerns/,Switzerland,Central Switzerland,Obwalden,1175,1080,2255,36,15,"SFr. 69,- / approx. € 73,-",slope+alt
"Innerkrems – Kremsbrücke (Krems in Kärnten) <span class=""closed-resort red""> (temporarily closed)</span>",https://www.skiresort.com/en/ski-resort/innerkrems-kremsbruecke-krems-in-kaernten/,Austria,Carinthia (Kärnten),Upper Carinthia (Oberkärnten) / Spittal an der Drau,650,1550,2200,36,9,"€ 44,-",slope+alt
Berwang/Bichlbach/Rinnen,https://www.skiresort.com/en/ski-resort/berwang-bichlbach-rinnen/,Austria,Tyrol (Tirol),Außerfern / Tiroler Zugspitz Arena,664,1079,1743,35.3,12,€ 70.50,slope+alt
Stoos – Fronalpstock/Klingenstock,https://www.skiresort.com/en/ski-resort/stoos-fronalpstock-klingenstock/,Switzerland,Central Switzerland,Schwyz,635,1300,1935,35,8,"SFr. 56,- / approx. € 59,-",slope+alt
